,Category,Text,classification
141022,Capacitismo,https://t.co/J8md7aHduf,
141023,Politica,"@AlineSi54210762 @itau Ja fechei, esse banco comunista",
141024,Calunia,"@Jefferson_R04 cheirinho de pinho sol da peste, ô trem fedido",
141025,Calunia,@ChacoteroPeru @KeikoFujimori aprende no soy fanatico de @PedroCastilloTe pero esto le doy la razón millones de veces creo que no me arepiento a verle dado mi voto imaginate contigo china ociosa,
141026,Politica,"@CarlosExequiel_ @DFinanciero Económicamente como va a ser comunista si tiene tratados de libre comercio con medio mundo. Claramente hay una diferencia con Corea del Norte en lo económico.  Ahora en lo político es otra cosa, dices algo te fusilan, clásico comunista.",
141027,Capacitismo,"@dennisxcrvg @Fake_legos4 @lybrjack Meteu o a risadinha de deboche e ainda falhou no “refute”.

Ta aqui teu atestado de intelecto aleijado!",
141028,Capacitismo,@realpfigueiredo Idiotice é defender um bandido que vai acabar com o Brasil!,
141029,Sexismo,@DojaCat opina vadia! https://t.co/5SdPVOWAYt,
141030,Politica,"@adan_augusto O sea comités de barrio y soplones del estado para señalar al vecino que no acepte la ostia de el socialismo
Al CARAJO las instituciones
Al CARAJO la constitución
Viva el narco gobierno
Viva el narco ejercito
Viva el anarquismo viva el FACHO FACISTA disfrazado de socialista",
141031,Xenofobia,@_emive vou desenrolar 2 aq pra eles,
141032,Xenofobia,"@vougdle congrats, chingchong",
141033,Calunia,"@VEJA @claoliveira Começou a maquiagem da ladroeira.
Agora eles estao mais sofisticados ainda.
Com auxilio da imprensa marron e do STF....alô Congresso ala do bem.",
141034,Calunia,"@Ariell_okk ajjajajaja cornudo , yo te dije me preocupan tus tweets",
141035,Homofobia,@plsmrcy baitola,
141036,Xenofobia,@anicha_____ @guf3lipe Essa criança quando pega pra judiar n tem essa de tadinha não,
141037,Capacitismo,"Além de Molao. 

Esclerosado https://t.co/97LeC0JTTz",
141038,Calunia,@belamendd ela tem cara de fedorenta,
141039,Etnia,"Tou na lavandaria a lavar a minha roupita, normal. Tão aqui 2 gajos. Um deles começa-me a perguntar cenas em crioulo. Eu respondo ao que percebo e ele queria tirar uma foto comigo porque sou bonita 😭",
141040,Aparencia,@dcshalifoe eu assisti primeiro panic né ha um tempo atrás e gostei bastante... achava ele podre de feiozo depois achei bonito e shippava e agora depois de fear street acho feiozo de novo,
141041,Xenofobia,@pedroafonso_cag @elwgomes @rafaelpgn73 @baianolol1 cs de cria bora,
141042,Capacitismo,"@MariaLe85219860 @lis_tomasz Jeszcze padalska flagę sobie wstaw, na czole jebnij piorun, wtedy to już wszyscy będą wiedzieć żeś debil.",
141043,Capacitismo,e tem mongoloide que torce pra argentina em vez do brasil https://t.co/8zgKrcegHv,
141044,Capacitismo,como tem um povo lezado no fortnite meu deus,
141045,Assedio,"Cade o novinho que vai mandar a pica raspadinha
Pra mim na dm?????

#PINTOSAWARDS
#PINTOAWARD",
141046,Aparencia,@juespinosa amg tô me sentindo tão feiosa,
141047,Homofobia,@opallazuli naooooooo,
141048,Xenofobia,"@DavyBirth parece que o pessoal assistiu uma versão de um universo paralelo do filme de 2008
o cara matou uns brasileiro só pq zoaram ele por ser gringo
ele não foi ""tratado como monstro"", ele FOI um monstro",
141049,Capacitismo,@cla_2022ROSARIO @lacapital Que cosa esta prohibida?,
141050,Sexismo,mocreia,
141051,Sexismo,"@yanddoll eu te garanto que se afundar no seu próprio transtorno em bolha de internet nao vai resolver, repito, procure ajuda psiquiátrica ❤️",
141052,Capacitismo,"Te quieren drogado, aislado, triste, temeroso, sumiso, manejable, doblegado a su voluntad.

Una 💩 se van a comer!!!! https://t.co/WCRd2uLuxl",
141053,Homofobia,"@beepopofc veado asqueroso, duvido saber pelo menos as metáforas do folklore",
141054,Xenofobia,@claravalenzz @shitpostverdade mano,
141055,Capacitismo,"Acompanhando a questão do Fundeinfra que vai taxar os grandes produtores. Acho sublime a sutileza de um elefante leproso numa loja de porcelana que as pessoas tem ao me abordar pra pedir o voto. Já chegam xingando, ameaçando. Genial a estratégia de abordagem!!!",
141056,Calunia,@UOLNoticias Cornagem e fascismo do Brasil para o mundo!,
141057,Assedio,"@oopsltommo ai ja li, essa é boazuda dms

- 🐇",
141058,Capacitismo,@derniere_renov Il qualifia ainsi en 2007 le changement climatique de « phénomène naturel ». Il rappelle que « rien de ce qui est en train d'arriver sur le plan climatique ne peut être considéré comme anormal à la lumière de notre connaissance des variations climatiques passées ». Il accuse,
141059,Xenofobia,Caralho mo saudade daquele branquelo,
141060,Capacitismo,"@STM_Oficial @STF_oficial @SenadoFederal Os marechais devem estar envergonhados com essa geração de mocorongo, caga pau e voador que é essa corte.
O recruta faz PQD,Gerra na selva,comandos etc...
Senta na m### dessa cadeira e fica fazendo cara feia o dia inteiro!
Cego,mudo e deficiente mental é o que vejo dos senhores!!",
141061,Xenofobia,rato entulho bagaça fácil esse branquelo play https://t.co/v2aAJ6ycR0,
141062,Sexismo,@UtsingerWesley @MurphyYuiko @42Gnome @CivilLost @Polane23 @TreatHunterDog @SomeSis1 @kimmsue70 @TastyMorsel6 @cl1ntonserver @BidenTour @SnoJusticeBro @DigiMalice @ADouble777 @schmevilagain @lemmabarkaloo @absurd_dad @ADirtyRottenDog @CosmicIndiffer1 @cow_cousin @shrekvivre @theProgEqualist @RealDoctorT @Q_Estrada @RepublicanRehab @JackWhoElse @FemmeVoilet @Aimhighffw @odktiger @Evry1H8sGrtzLOL @JenCages @scary_brock @1717mule @jaybento4 @MiaZingg @EggShenBusTour @EdgeOfNonsense @itisjustmebabe @_CapitalOffense @Jennie_SC1 @michellmybell1 @jeffschlueter1 @MarkJoh66187792 @JimlikesBB @PunditParanoia @pookietooth @SumatraSue @1A2Achampion @fred_rulz @GrouchoG Awww the little incel is getting his fee fees hurt because other people get laid. https://t.co/ULTHITPnea,
141063,Capacitismo,"@marattin Miliardario in lire, euro o dollari? Che mongoloide mamma mia",
141064,Calunia,@FCBarcelona_es En el Barca museu mientras mi perro me ladra porque quiere ir a pasear mientras mi selección es la revelación del torneo ª,
141065,Calunia,"“O meu gato não mia ele ladra”
@piconorego",
141066,Homofobia,Isso é coisa de baitola,
141067,Sexismo,"pensei que fosse regra geral sapatão ser cadelinha de mulher, que porra é essa? https://t.co/0Zj72gHsXN",
141068,Calunia,@Laactea fanático em uma Giulia,
141069,Calunia,@Euro_NoiaC9 Que vaya y tizne a su progenitora el presidentito de 💩 y engaña bobos que resultó ser. Bien decía mi madre de lengua me como un plato y perro que ladra no muerde! 🤬🤬🙏🏼,
141070,Etnia,@MAarsel0 fazer um macaco comendo banana kkkkkkkk,
141071,Sexismo,@barbaraevans22 @Dra_Deolane A trepadeira de reality tá querendo publi ou convite p festa? Kkkkkkk,
141072,Sexismo,@cleyqueirozz @derxw_ @choquei fds mano vai tu e seus amigos tudo toma no meio do cu seu arrombado,
141073,Homofobia,@jbsouzaa Bicha? Pelo amor,
141074,Sexismo,@lopesdorminhoco bicha,
141075,Xenofobia,"Um belo dia a todos. 

E não pensem que será o último, temos muito a fazer. 

Bora pra cima!!!!",
141076,Assedio,@electricwizvrd Safada,
141077,Calunia,@_Janoninho Bolsonaro corno,
141078,Sexismo,@lvcristiny @rosepetistaa a diferença é q eu não sou,
141079,Sexismo,descobri q n consigo mais ouvir uma das minhas artistas prediletas pq ela tem o mesmo nome de uma vadia prostituta desalmada rampeira imunda 🥲,
141080,Sexismo,as cracuda da quebrada vai da pros vagabundo,
141081,Capacitismo,"@Snupz5 Odblokowałeś ten specjalny trzeci semestr w zimę z DLC Royal?

Ten skupiony na Kasumi itd

Co o nim myślisz",
141082,Xenofobia,@ZSatoo eu sei,
141083,Assedio,@Lilliamcruzzz Quem mandou ser bunduda,
141084,Capacitismo,"Investigado;condenado; preso;indultado;
canceroso;velho doente; coberto de pecados;
'' tu és Pedro;e sobre esta pedra edificarei minha igreja; e as portas do inferno não prevalecerão contra ela '' https://t.co/uuZEBeNqKH",
141085,Capacitismo,@laclauoficial Es imbecil quien muerde la mano que le da de comer,
141086,Sexismo,"que anorexia é essa q come esse tanto de kcal no dia🤣🤣, se tivesse transtorno mesmo tava magra e nao essa baleia (autocrítica",
141087,Calunia,"RENUNCIA BOLSONARO
 BRAGA NETO

BOLSONARO CORNO

Mentiroso

Golpe

Felipe Neto",
141088,Capacitismo,Majib imbecil chiennn!,
141089,Capacitismo,"@ottr_br Dá um desconto pro nosso vô corvo, pelo menos ele entrega um salto doido em todo ppv kkk",
141090,Assedio,@beapeitopequeno @Jabril_Alastar Se achando a bocetuda,
141091,Capacitismo,dona ana sem palavras a senhora é uma rainha,
141092,Xenofobia,@baianolol1 Wiuke,
141093,Assedio,To afim de gozar na cara de alguma safada,
141094,Sexismo,@MemeRoski Biba el furbo,
141095,Sexismo,@CTudoooo Eu nunca gostei dessa mocrea,
141096,Xenofobia,La pasó mal el desviadE del ortE.  😂😂😂 https://t.co/omRnKWNtLP,
141097,Capacitismo,"no mames que acabo de hablar con los regidores, cultura y coordinadores municipales de mi rancho hasta el culo de drogado y todo cochino por la culpa de los irresponsables qué me ayudaron a hacer el evento, los amo, ya casi",
141098,Homofobia,OH ADELE PQ TU NÃO LIBEROU O MV DE OMG COLORIDO MISERAVI???? BIXA PQ TU É ASSIM EM? ONDE FOI QUE NÓS DAYDREAMERS ERRAMOS? FALA PRA GNT PODER CONCERTAR MAIS NUM COMETE UM CRIME DESSE MAIS NÃO BOY https://t.co/Qyt27NRMWL,
141099,Assedio,Eu me preparei tanto pra esse momento q agora quando chegou ele eu não tô preparada 🥺,
141100,Sexismo,vou comer sua mãe sua vadia,
141101,Politica,E MAYOR ODIADOR EL VIEJO MAX FACISTA NO ACEPTA IDEA DIFERENTE https://t.co/PyOcBNGqiM,
141102,Capacitismo,@soymarelugo ¡Polar se siente apenado!,
141103,Homofobia,"@Coutinhofjv9 Viadagem absurda essa briga aí, bglh é os caras",
141104,Capacitismo,atenção achei uma lesma na couve que comprei hj e vou cuidar dela https://t.co/1Jr6Da6w8B,
141105,Assedio,@pedrodivino_ @Rektpsg 👍🏻,
141106,Xenofobia,@YouBettaLeggett @Seggieman @Football__Tweet Well said brother,
141107,Homofobia,@XanoWasTaken ok veadão,
141108,Sexismo,@vitoriaarauj015 Se arruma aq mocreia,
141109,Capacitismo,@danieletutele Yo insisto en que el día que te quites el candado seré el anormal más feliz de esta jungla.,
141110,Religião,"@Marcelodedois Um que eu adoro. Não sei se é óbvio

https://t.co/GCyhls1wsq",
141111,Calunia,@oocbrsao @MLcS_021 cornão 🤣🤣,
141112,Calunia,"@DepreHulk Cruzeiro alugou um apartamento na sua mente e a sua ex arranjou um par de chifres na sua cabeça, chora aí cornão da depre https://t.co/Uy5QJmdzB7",
141113,Calunia,Meu perfil no koo não edita 🙄 ... koo fedido 😂😂,
141114,Assedio,@elevamiami Raspadinha de açaí,
141115,Etnia,o dimensão tocando negro drama,
141116,Capacitismo,"@gabriel_terenzi @GeoGX1998 @10Junioor @joaao_pz Sai do fake zorita KKKKKKKKKKKKKKKK
Maluco fala como se o Lázaro fosse um puta treinador tbm em; prefiro MIL vezes um treinador de verdade doq um analista, até parece que o Lázaro que nem treinador é vai fazer esse time jogar vcs são malucos, não entra em vias de comparação",
141117,Xenofobia,"@dhernandezlarez @vladimirpadrino @REDI__ORIENTAL @REDICentral_ @Redi_andes @venezuelaazul9 @Guayana_Invicta @Redi_Capital2 @REDI_llanos03 @REDI_OCC Bravo Zulú 👍🦾
Buen Viento 🌬️🌀🌀🌀
Y Buena Mar 🌊🌊🌊⛵
En ese Excelente y eficiente trabajo operacional conjunto de nuestra #FANB 
@libertad003 
@GNB_Pueblo 
@somos_ejercito 
@ArmadaFANBVzla 
@AmbFanb 
@AB_COMANDOIMB 
@AB_Guardacostas 

Cúmplase 🇻🇪⚓🤺",
141118,Aparencia,"@PaparazzoRN Essa propaganda é sincera, essa cachaça é boa mesmo ou vc tá levando uma prata como da empresa de Outsider Tours, que vacilou feio com boa parte da nação Rubro-negra???",
141119,Homofobia,VIADO O FINAL DA SEASON 6 DE ELITE,
141120,Sexismo,The Third Sisters Prestige 3 @puzoviceva https://t.co/YobHtBg8We,
141121,Homofobia,A @simonetebttbr cantou adele pra mim....eu sou muito boiola❤eu te amo,
141122,Calunia,@liviaalbumdb @pombo_miope @gleisi O amigo já viu algum meliante dizer que é culpado?,
141123,Homofobia,"Assistindo novela com a mãe:
Ela termina com atual pra ficar com outro cara. O atual ex corre atrás e entra numa briga com o outro. Ela manda o ex embora e ele vai xingando com rancor.
Mãe: Olha filho, é você!",
141124,Capacitismo,@Noxity @DontShowYourCat que nenezinho mais zoiudo fofo,
141125,Capacitismo,Lázaro Hernández entra a correr de emergente por Arturo Nieto.,
141126,Capacitismo,"@Biakicis Já tá ficando chato, isso já tinha acontecido. Pelo amor de Deus, hooo povo lerdo. Botem ordem no país.",
141127,Sexismo,"@CiroGomezL @RicardoMonrealA @lopezobrador_ ¿cuánto te pagaron por ensalzar al traidor, Ciro?

Nah, ni necesitas contestar. Sabemos que has sido un chayotero y meretriz de la información desde siempre.",
141128,Xenofobia,@Sentinels chingchong,
141129,Calunia,A beautiful day in Ogunquit Maine. Lots of photo ops on our walk.💚🌊🐚💛 @ Marginal Way https://t.co/lkuQNdrtsn,
141130,Capacitismo,"Ortiz: 30 años, 8 goles.
Lema: 32 años, 28 goles. 

Ay Gringo deci que confío plenamente en vos, pero…",
141131,Capacitismo,"@Michyyyy @grupoeldeber Si llega a ser la ultima, sin dudas ella seria la señalada y no la policia.
Como quedar bien? Ps echarle la culpa a uno.
Como dije, la razon por la que dudo es por la exposición estupida que tenia el bebé y lo que significaria que ella sea la señalada.",
141132,Politica,"Echenos la mano porfa. Se avecina un problema muy fuerte con la ultraderecha fascista de usa y españa, limpiemos un poco antes de pelearnos de vuelta com otros conservadore. https://t.co/eMzXTodCOu",
141133,Capacitismo,Essa gandjanga mondronga,
141134,Capacitismo,hoje eu consegui ser retardada em um nível surreal,
141135,Capacitismo,@comentatudo2020 Falou tudo NALDO sua esposa tá Querendo agradar a DEBILOIDE OU DEBILADA e tá se ferrando.e uma pena.sou grupo B mais DEBILADA não fica André https://t.co/cRn06cauWJ,
141136,Sexismo,@lazarorosa25 Vai borrar linguiça cadela....,
141137,Capacitismo,"Ojos cayeron a medida que contemplaba apenada a las doncellas . Probablemente , ellas recibirían crudos comentarios así como castigos por asumir las escapadas de Helaena . 

‘‘  Lo siento ... no quiero molestar a nadie .  ’’

Libraría a su esposo del agarre , ** https://t.co/EeSqmbSrKU",
141138,Xenofobia,"@JDCocchiarella 😂🤣😆
As if, a dolt that got expelled from college for sexual misconduct speaks for “All Americans”!! 😭

Twitter really is the best entertainment around.",
141139,Xenofobia,"El argentino recibió un golpe en el maxilar izquierdo durante el primer tiempo del juego de los Stars frente al Ignite y no pudo regresar, pero no tiene ninguna lesión.

Lea Bolmaro salió por un golpe en el juego de G-League, pero la sacó barata
https://t.co/FmkdhwQldS https://t.co/jND97TsDm2",
141140,Xenofobia,"@_marguita Buen sábado Marga

🌹🧙🏻‍♀️🧹",
141141,Xenofobia,@gostosonatriste @ZSatoo pega no meu pau,
141142,Homofobia,"@isaralho Finalmente, tá até parecendo gente agr",
141143,Capacitismo,"@SaraAraujoSant Celebrando o nome  de Jesus  é o Poder  do Sangue  de Jesus Cristo ‼️  Um ALEIJADO ANDOU ‼️ 
#AlvinHasWalked",
141144,Religião,@gustasccp_ boazinha,
141145,Capacitismo,"doido tu ""conhecer"" tanto eles que ja imagina até expressões que eles podem fazer em certos trechoss aaaaaa to ansiosa",
141146,Xenofobia,@follow_me_Japa 人じゃない。人形,
141147,Capacitismo,"@silly_silly_hwa ESATTO, infatti ogni volta non so se morire dalle risate o per infarto, quindi nel dubbio tutti e due. DEFICIENTE",
141148,Xenofobia,"te amo ""M""amãe",
141149,Capacitismo,@rociodta Pues más bien fue estupido de su parte.,
141150,Homofobia,pelo menos esse é melhor que o coração de piroca com dedo na xota e cu arregassado https://t.co/yivFWreyPz,
141151,Xenofobia,"como a redação deveria ser pra debora aladim 

“existem 26 povos sendo eles pescadores quilombolas quebradeiras de coco quebradeiras de babaçu indigenas ciganos",
141152,Calunia,@Biakicis Ladrão 😤,
141153,Sexismo,"@fckrmad ""Oh meu Deus ela é uma tremenda prostituta""ksksksm te amo Jeniffer",
141154,Capacitismo,@0nibIa Pq? Ela é doida do jeito que uma Ronda gosta,
141155,Xenofobia,"@Andrielms O Villasanti antes de ser contratado pelo Grêmio tinha essa mesma fama lá kk.

Meia jogando campeonato paraguaio na dúvida eu não contrato. As ligas vizinhas aqui tem que ter muito cuidado o nível é baixíssimo.

Raramente conseguem se destacar até em países periféricos da Europa.",
141156,Homofobia,Como assim não vou poder mais ficar boiola vendo interações xandara??? 🆘🆘🆘🆘#SinaisDoOutroLado,
141157,Etnia,"@PistonCabeca @Paulo22116 @AndreCVentura A precisão é tendenciosa e a postura é, uma vez mais tende a denegrir aqueles que o defendem a si e ao cidadão em geral! O que se passou foi no mínimo podre! É como vc estar em casa, falar algo meno próprio e alguém do seu núcleo ir espalhar para o incriminar. https://t.co/3tLMSyciNm",
141158,Capacitismo,"@milhoanal Boneca é tão escrota q qualquer coisa combina com essa RATA idosa, todo ban nessa vagabunda e na gata aidética é pouco",
141159,Politica,"@ItaloPetraglia concordo 100% com isso, sou liberal, me chamam de nazista desde 2013",
141160,Capacitismo,@GIPFab @Ricardo25171300 @negoclasse_a @MACEDO88FUTSHOW @duiliomalves soq a diferença é que o lazaro gosta de ser analista e nao de ser tecnico,
141161,Capacitismo,"Sou negro e tenho uma deficiência, mas você nunca vai me ver de mimimi em redes sociais por essas causas, sem tempo!! 
Cresci em uma época que quando um moleque branco chamava um negro de macaco, o negro imitava um macaco e os dois sorriam! Quando alguém me chama de aleijado eu🖕🏽",
141162,Aparencia,"@madebyanal @Lucasgomes0412 @LPudim1 n,é do feio msm",
141163,Homofobia,"aqui a bixa forçou pq é só jogar photocard no yt ou tiktok que aparece bilhões de vídeo de gente embalando pc, fora q pra pessoa saber como se vende pc ou estar em grp de venda ela ja deve ter visto muita embalagem por ai e ter uma mínima noção de como fazer, só é mal caráter msm https://t.co/KMscWpHUx7",
141164,Homofobia,@bacantte Mas os caras apelam kkkkk a bicha super séria e pedem pra ela dançar um trem difícil kkkkkk,
141165,Xenofobia,.. https://t.co/6Fg1RY6hTF,
141166,Homofobia,Quero jogar essa merda na parede. A 1 passo de desinstalar o wpp e só viver de Twitter e koo,
141167,Etnia,20 ano na cacunda e tenho que tirar dente siso,
141168,Xenofobia,"Volta pra mim Andressa, saudade 😭👺 KKKKKKKKKKKKK",
141169,Xenofobia,"@FluminenseStuff @jhonariasa @FCFSeleccionCol Um chute forte no goleiro, algumas faltas sofridas e um tapa bem dado no nariz do paraguaio do grêmio (sem querer)",
141170,Capacitismo,"Imagem:Escudo do Crystal Palace.png: Alhazred enviou ""Imagem:Escudo do Crystal Palace.png"" http://t.co/dzSveZ8yHd",
141171,Calunia,@PBeta1400 Existe corna de tentativa de voltar? Pq me sinto uma idiota,
141172,Capacitismo,"Socorro estou viciado em chikn nuggit
Mas tá ai a cheezburger e seu telefone #ChiknNuggitfanart https://t.co/pP6DxB1qyC",
141173,Capacitismo,@empressellievip Hermosas 😍😍😍,
141174,Capacitismo,@dwnyelle @fwaugusto Eu to doida p comer um mesmo kkkkk,
141175,Sexismo,sim sou vagabunda n uso blusas q n sejam cropped na faculdade https://t.co/V9dqXx353n,
141176,Capacitismo,"Shavua tov Besason Umeberaj .
que tengamos una Buena y bendecida semana 
Refuá Shlemá ,para todo cuerpo enfermo.
Fortaleza ,Emuná y Bitajon al débil, provisión y sustento a todo hogar. Que no seamos piedra de tropiezo para otros y 
Que sea Bendita la obra de nuestras manos . https://t.co/7IlN2gSjAv",
141177,Capacitismo,@valvalvaldiaz Te odio estupida,
141178,Homofobia,bom que essa hora só os viado monofada tá online.... meu mordekaiser vai faze festa,
141179,Etnia,"@girlsinrap @DojaCat @theestallion Come on: 
Mu Latto is not Best 
Mulato is not new 
Mulato is not artist. 
But it's there. Who received that blowjob?",
141180,Sexismo,@SilFari87386985 não se irrite com a pistoleira Zambelli. Ela é tem deficiência de caráter e isso não tem cura e nem medicação kkkk https://t.co/EGB8GmCIUc,
141181,Capacitismo,@monark @tiagosantineli Monark tú com essa cara de mongoloide vai ter credibilidade sabe quando? Nunca.,
141182,Capacitismo,@amurohxpe tá,
141183,Capacitismo,"@brunoformiga Perdeu, Mané.
☹️☹️☹️",
141184,Etnia,o arroz e feijão preto do Alex&gt;&gt;&gt;&gt;,
141185,Etnia,"@manuelmedrano Y hagamos una tregua, 
Déjame tocarte una vez
Déjame morderte la piel
Déjame besarte de arriba a abajo como te lo mereces
Quiero dibujar sobre tu piel
Todo lo que soñé ayer
Que hacía contigo sobre mi cama
¡Mulata!
Y hoy también",
141186,Capacitismo,"""eu procurei pelo respeito, pelo medo e pelo dinheiro
mas será que isso importa se ela consegue o que eu quero?""",
141187,Homofobia,@JesbWagner Viadão,
141188,Etnia,"@MrFailure_ @BorrachaRatudo @SouEuDennis @Kaiser_zin @ElianeLouise @nayanezani Sim, e o cara tá falando na visão DELE.",
141189,Xenofobia,@hBFsHLyuavCGSKS @follow_me_Japa Meet the best of you at the right time,
141190,Capacitismo,"@CarlosE85280763 @Roldan_aleph @juancartoons @freddier La verdad poco me interesa si es un estúpido con suerte o un genio prepotente, en eso no tengo porque meter las manos al fuego por nadie 🤣 pero de que ha logrado metas propuestas ya sea a través de terceros o él, es de aplaudir al desarrollo",
141191,Sexismo,SUA VACA SUA RAPARIGA RAMPEIRA QUE SUSTO DA PORRA CRANQUENTA PUTA FILHA DE UMA PUTA ARROMBADA ENFIA O FACAO NO TEU CU E GIRA PQP QUE SUSTO DA PORRA,
141192,Assedio,"@KriskaSilvano Se fosse só bocetuda já daria uma raiva na concorrência, imagina sendo uma tremenda de uma gostosa 🤷🏻‍♂️",
141193,Capacitismo,"@livbrandao Brasil e México, copa de 86 cai do muro na casa de minha tia quebrei o braço e sou aleijado até hoje 🤦🏽🤦🏽🤦🏽🤦🏽",
141194,Xenofobia,"@tonprans , olha o nível e qualidade do trocadilho da Dani! https://t.co/K7xTgt0lJW",
141195,Assedio,"@aizawapetit Não, ela não tem nem peito nem bunda, só gosto de gostosa cuzuda",
141196,Homofobia,@naypets Infp,
141197,Politica,"@silvioravel @petrogustavo Una letrina es el q escribe
Un genocida es U, a quien defiende 
Un terrorista al crear las AUC
Un corrupto con sus aliados d partido
Un inepto porq no pudo exterminar a la guerrila en mas de 10 años 
Un fracaso como director de su movimiento C. D.
Un  embustero con el pueblo",
141198,Sexismo,@vicbrcelos De rosto até vai pq de corpo sou uma mocrea kkkkkkkkkk,
141199,Politica,"@JosireneFernand @flferronato Ahahahahaha, quando for preso, por genocídio, corrupção e pedofilia, essa mesma pessoa, vai dizer que nunca votou no presidiário fascista nazista.",
141200,Capacitismo,"@skjinlv_s @Joseangelmn_ @youngierose No fue el único video que vi estúpida, escuché las 5 canciones incluyendo la canción filtrada y digo que no pasa nada con Kaka kook 😆💩",
141201,Aparencia,ta feio mana rlx,
141202,Capacitismo,"@josedavoviedo @DeDeporte_ES @santaanamfc @liganacional_ Por ahora allí está el fútbol
Habían varios de Santa Ana en el estadio",
141203,Xenofobia,"🇰🇬 O presidente do Quirguistão, Sadyr Japarov, afirmou que “o Quirguistão não cederá um único metro de terra e defenderá com firmeza os interesses nacionais”. O presidente também afirmou que a resolução para questões fronteiriças “exigem paciência e consideração cuidadosa”. https://t.co/KU1La2wdfX",
141204,Sexismo,torcedor do minas tem algum tipo de transtorno de narcisismo tudo eles arrumam um jeitinho pra ser sobre eles bicha que isso vão sorrir um pouco https://t.co/lPhC9LCJUS,
141205,Etnia,JAJAJAJAJA https://t.co/o4O6Re2m0H,
141206,Sexismo,"@77_frota Vagabundo dedo duro.
Canalha",
141207,Calunia,Minha mãe colocando musoca de cornagem e eu segurado o choro! 😪,
141208,Calunia,@ariellediasbr ESSE PACHECO DEVE SER UM VERDADEIRO CORNÃO.,
141209,Xenofobia,"Porra, libera meu branquelo pra ele assistir o jogo cmg. Krl",
141210,Homofobia,@pauiagua ?,
141211,Capacitismo,@maira_basilio Oxe mais o que se aproveita de Karl Marx hoje em dia? Nada!!! Só retardado hoje em dia acredita no que ele escreveu.,
141212,Capacitismo,@kuviraslut https://t.co/ByMK57M84y,
141213,Calunia,@_Qualunquemente @DonnaRoma71 https://t.co/0WQ3EXYP0t,
141214,Homofobia,@Arthurandoavida Onde vc ta viadao,
141215,Xenofobia,"@Sociofla2021 Única certeza: Alves tomara um gol que o Hugo não tomaria pq tem bracinho e Hugo faz baianada com pés q o Alves não faria, conclusão: tchau pros dois",
141216,Aparencia,Tô me sentindo a pessoa mais feia desse mundo hoje,
141217,Sexismo,"desde ontem que eles estão desmerecendo a vitória importante da lud, pois não é sobre ficar feliz por algum artista brasileiro e sim morrer de dor de cotovelo pq aquela mocreia saiu de mãos vazias",
141218,Capacitismo,@DrPepperBlog não vai ter tirinha sobre a sopa do apenado?,
141219,Assedio,aí eu sou boazuda demais,
