,Category,Text,Classification
120045,Capacitismo,@Kostdami25 όχι άλλα τραυματικά στιχάκια!,
120046,Sexismo,Odeio essa puta sai de perto do meu namorado sua vagabunda que odio q me dá sua metida do caralho vai lamber um asfalto quente com essa sua língua de piranha aí,
120047,Calunia,@taliriapetrone Foi de penetra e nem discurso no evento oficial fez até nisso o ladrão mente  é um lixo mesmo https://t.co/q2KnnxHAoE,
120048,Xenofobia,"PERDEU A LINHA?  Giannis Antetokounmpo explicou irritação com escada: ""Não sou pedreiro!"" https://t.co/DH2UDX1UYK",
120049,Xenofobia,as fãs desse branquelo cabeçudo chamando a phoebe de feia   ele não vai comer vocês horrorosas,
120050,Capacitismo,Roto destrozado triste devastado desconsolado llorón melancólico afligido apenado entristecido afectado lastimado angustiado funesto lamentable triste devastado desconsolado dolido decaído demacrado solo afligido apenado abatido.,
120051,Etnia,O Morning Show irá ao ar hoje?? O @paulomathias fez o desfavor de denigrir a imagem de um excelente programa que não merece está sob seu comando! Absurdo suas declarações. Queremos ações por parte da @JovemPanEntrete @paulacarvalho @zoemartinez_05 @realpfigueiredo #MorningShow,
120052,Capacitismo,Miren yo quedé como estúpida cuidando a mi nochebuena todo el año pa que se pusiera roja y nomas no. Así que aquí les paso el secreto para tener una nochebuena rojita: *En septiembre deben podarla y guardarla donde no le de el sol.  Fiiiin es todo. A ver k pasa el otro año jajaja,
120053,Capacitismo,@jander_caua É que o fato de coisa pior aparecer pra mim sem motivo me fez pensar q isso era comum nessa plataforma que emana radiação,
120054,Capacitismo,@folha se chama carreta furacão  todo dia entra um ex-presidiário um Vagabundo invasor um drogado e etc,
120055,Calunia,@j9nito cornudo,
120056,Capacitismo,zoei memo eai ja fui zoado demais tbm nao fode porra,
120057,Capacitismo,Me siento tan apenada…😞 ahora yo que hago,
120058,Politica,@alvaroborba O fato de tantos comentários dizerem coisas boas da marca revela o absurdo que é achar que todas as pessoas num estado de 7 milhões de habitantes é fascista.,
120059,Religião,esse povo acha q ser macumbeiro e moda só pode tem nem respeito cm os bgl🤦🏻‍♀️,
120060,Aparencia,Ainda bem que a Carla não deita pra macho que se acha o gostosão e quer forçar casal. Ela não te quer feiozo. E caprichetes vão shippar o microbiano com a jaque e parem de enxer o saco. Bom dia. #BBB21,
120061,Xenofobia,@madu_amaboobs KKKKKKKKKK caipira,
120062,Capacitismo,"@jaameza @ElBotCinico Obviamente NO tonto de donde sacas semejante estupidez? Solo hago notar que esa vaina no ""celebro"" como hace en muchas fechas al rededor del año.  Celebra todo menos este día raro verdad? https://t.co/JD1p5eVNQ0",
120063,Sexismo,Vc também cachorra @owsamara,
120064,Capacitismo,Mano até o final do dia eu já terei infartado. Que ódio desse governo desse velho maldito esclerosado puto,
120065,Politica,@MarceloAdnet Mentira todo ano as pessoas votavam só não votavam para o cargo de presidente conta a história direito e não só parte dela pergute para qualquer pessoa daquela época como as coisas eram. Pelo menos não tínhamos um corrupto psicopata disputando eleição.,
120066,Capacitismo,@vagantifa @heldermaldonado Atualiza essa linguagem aí bro. Chamar alguém de aleijado é usar uma expressão capacitista.,
120067,Xenofobia,indígenas não são os únicos povos tradicionais do brasil gente quilombolas ribeirinhos ciganos…são todos povos tradicionais também,
120068,Xenofobia,@baianolol1 Mrkirito13,
120069,Capacitismo,to parando de seguir qm ta torcendo p essa mondronga,
120070,Capacitismo,mano ÓDIO dos corno nessa merda de empresa que tosse igual um tuberculoso E NÃO TAMPA A PORRA DA BOCA,
120071,Sexismo,@musoverao Jogo da baleia azul🙏🏻,
120072,Sexismo,"Agora esta é a Lei da selva tão antiga e verdadeira quanto o céu E o Lobo que a respeitar há de prosperar mas o Lobo que a transgredir deverá morrer. Como a trepadeira que cerca o tronco da árvore a Lei corre em todos os sentidos;	
Capacitismo	lezado so vai ir pra cima o suficiente	
Assedio	@ahmed1alzwaidi @hajime666shino fodase sua puta	
Capacitismo	o cara tá simplesmente louco pra jogar em uma seleção https://t.co/kHkVFsIud9	
Assedio	@icatlouist que cuzuda mas que burro tb porra demoro um ano pra te responde acho q ela n quer falar c vc n	
Etnia	Hot Nigga - Bobby Shmurda	
Capacitismo	Jajaja Es muy estúpida Juliana Cuantos años de boluda tiene? Y bueno el pelado es un tremendo nabo   #GranHermamo #GranHermano2022 #Gh22	
Xenofobia	@devnull Que extraño que todos se ven extranjeros ningún gringo será que solo quieren la visa o en sus países natales como asiáticos están acostumbrados a ser negreados 🤔🤔	
Etnia	@acervo_chris Eu não sou o batman..EU SOU O BATMAN Te chuto de hoje até amanhã!  Tá solitário🤨 compra um hamster🐹  ANDATARTARUGA PARALÍTICA! Não seu crioulo magrelo!!! Mário? Que mário?? Opa opa uga! O ponto alto da sua manhã o ponto alto do seu dia!	
Homofobia	@esleiu q viadagem wes...	
Calunia	¿Eres fanático de King Gizzard &amp; the Lizard Wizard? Mantente al pendiente de nuestras redes sociales porque muy pronto llegarán a Cinemex. https://t.co/opB7ymTeGy	
Etnia	@hang_fc foi a diamba	
Capacitismo	@padaria24horass @JuCBa @nikolas_dm Tu e mongolóide mlk	
Xenofobia	Hoje é truco cerveja e churrasco com a titia. Eu amo 🥰🥰🥰	
Xenofobia	@baianolol1 Doomsday13	
Capacitismo	@mteoca como q ya no vas por eso? q débil	
Assedio	Oi eu sou a mc pipokinha sou safada e tenho um piercing na xereca	
Sexismo	OAB é uma meretriz! https://t.co/Pu9N2F2EYz	
Xenofobia	Sounds like a bunch of hippies to meas a Muslim myselfunder normal circumstances I’d embrace this but this just hippies doing they thing. https://t.co/Vt3q3uGYpl	
Assedio	@carlosjordy Perdeu. https://t.co/aJH1tXCoVv	
Xenofobia	o bake off acha que poderia substituir um gringo por outro e ninguém ia notar??? eu quero o francês do la creme de volta !!	
Homofobia	Lindo ver o Mcgregor sendo estrupiado kkkkk show demais arrogante de bosta ! Se firula tudo que se planta colhe e ontem foi arregassado	
Capacitismo	Como é bom sair um pouco da rotina as vezes	
Capacitismo	@VPronos_ @UnibetFrance Shiffrin #FreebetUnibetVPronos	
Assedio	@LuzSalgado_R Viejaconchuda cientos … vieja delincuenta menos mal ya estás vieja y estás más para ya que para acá y la oea ni se reúne con narcotraficantes vieja tarada @congresoperu	
Sexismo	@mqrilyntoseggsy @lvcristiny @quaseumbufao a figurinha de mãe credo	
Sexismo	@brandaozinnn @Gordines9 @cavalo__horse @bpnacional papo reto mesmo ta com gosto de papel higiênico	
Capacitismo	@JuanIgnacioGV Llega el fan de The Loud House y gana los revienta a todos en el primer round https://t.co/RD3B69LKvQ	
Capacitismo	@Eduardo_Bittar APARTE DE LAS PROPINAS SOLO HACES EL RIDÍCULO QUE IMBÉCIL........... https://t.co/pCWca39T5O	
Capacitismo	@ArkadiuszSzczu2 Ty jesteś debil I to większy od tuska bo on to chociaż jakież pozory robi 😁	
Xenofobia	@Natalie_Tamaroz Mais o poder dele é pra trocar especialmente o 3° roceiro não pode trocar o segundo.	
Homofobia	@newleveIs ser viada	
Aparencia	Keria ke essas mulheres lindas me olhassem com o msm interesse ke me olha essas feioza de interior :(	
Etnia	@naoeasosco_ ctz q é so pq ele é preto	
Capacitismo	@folha Quem aguenta esse debiloide que lambe saco do Zé Dirceu achando que tem moral pra alguma coisa? Tem que ser um santo. Eu já teria saído no soco faz tempo.	
Calunia	@alertatotal @YouTube @JovemPanNews Difícil não ser Meliante Afinal o Lula é Ladrão	
Calunia	Verga ya Yadier Molina se volvió malandro	
Sexismo	Ronca pouco essa baleia kkkkkkk	
Capacitismo	@JeniiSuarez Que problem tenés a veeeerrrr????	
Capacitismo	@DamiaN_A1912 Hay que ser muy estupido o tener un perfil que se llame @DamiaN_A1912 para decir semejante burrada.   Un descerebrado que no se le puede pedir mucho.	
Sexismo	@77_frota Papa traveco	
Calunia	@BragaNetto_gen Nessessario respostas urgentes Para o nosso povo não agonizar O povo está pedindo não a volta da ladroeira e da corrupção  por favor façam algo!	
Xenofobia	@MekWarrior21 @Maxismile1 Y hitler fue un experimento del instituto tavistock con 5 clones que no murió se escapó a Argentina y es el padre por inseminación artificial de la canciller alemana y las presidentas polaca y serbia creo	
Etnia	@OOCprogresismo https://t.co/16beVfI2nM	
Homofobia	@choquei tá de sacanagem já proibiram a viadagem e agora não pode nem torar o alcool	
Capacitismo	@015_xavier_ @lp2607ds Vsf seu aidético	
Capacitismo	@pmarcovsky Opa sos vos que escribís como un deficiente mental.	
Homofobia	assistam eu enlouquecendo lentamente se o twitter cair pq nao tenho como falar do meu namorado	
Capacitismo	De 10 msg 7 eram de solicitação de caridade kkkkkkkk tá louco	
Assedio	eu tô morrendo https://t.co/cihTXUZrHq	
Sexismo	Qualquer coisinha já começo a gesticular largo uma miséria uma caceta o nome da pelada	
Etnia	odeio esses subs manchando a imagem da favela de sp. pô o cara tira td a credibilidade de sp na cena com esse vocabulário KKKKKK mas vcs não podem esquecer q mano brown sabotage emicida edi rock dexter criolo etc sao daqui e eles sim representam as favelas de sp não esse comedia https://t.co/KNwuDKZ9Ws	
Sexismo	@mujerdelsuna Como assim tá cem celular muié	
Politica	@WFonsa @GeracaodeValor ainda nem começou! O PT ja deixou um registro no Brasil de 16anos marcado por um governo mais corrupto da história do Brasil. Em que país vc vivia nesta época?	
Homofobia	@nikolas_dm Foi não solta a pomba de veadão e presta atenção no debate	
Capacitismo	Um debilmental expulso do exército decreta perdão de condenação a outro debilmental expulso da PM. Já é o fundo do poço?	
Calunia	@genlicos É um canalha marginal.	
Capacitismo	@yunkbe Mano tô assim com o caralho de uma mulher aqui parece que é aleijada	
Capacitismo	Aidetica kkkkkkkkkkkkkk https://t.co/n1i4jLSU9J	
Xenofobia	@baianolol1 MrDoollynhoo	
Sexismo	Homi fala que tá sofrendo de amor aí ce vai ver e o cara tá com 7 muie	
Capacitismo	Tirón de orejas para el niño ñoquis. Qué picardía  #not https://t.co/c1yBBLT8sw	
Xenofobia	O Ocidente já gastou cerca de U$500Bi na Ucrânia um pouco mais do que a ditadura chinesa faturou com as ditaduras socialistas latinoamericanas em 2021. Enquanto o marido faz serão tentando salvar a empresa falida do primo o Ricardão xingling faz a festa. https://t.co/IgmQE3Wj8i	
Capacitismo	@TiagoSalazar Quem é Lázaro?	
Aparencia	Bati boca com a g4y do *** a feioza não queria desarquivar meu processo e batia o pé com todo o deboche chega balançava o corpo kkkkkkkkkkkkkk véi... Quando ela terminou eu: agora chame alguém que possa resolver o caso 🤨""  Só faltou morrer de ódio kkkkkkk",
120073,Capacitismo,@CdiscountGaming Je participe merci 🍀🍀🍀 #Concours,
120074,Xenofobia,@naosalvo AUHUahuahuhuahuauhhua... alá... auhhuahuahuhua... que otário... Auauhahuhuauhau,
120075,Aparencia,como são invejosos meu pai! pior que copiou e ficou um lixo oh coisa feia https://t.co/np6MPJdq70,
120076,Sexismo,@direpuntoit @RobertaBruzzone Avere una prostituta nel palazzo e un rischio continuo...gente che va gente che viene e qualcuno s incazza per una prestazione andata amale e succede l omicidio....andassero al paese loro invece di venire in italia a fare niente,
120077,Homofobia,"A criaturinha tá se desenvolvendo e mesmo que seja ""criança viada"" da apenas espaço pra ela existir como ela quiser como meus pais fizeram. Usar de tudo brincar de tudo e decidir depois em introspecção e terapia MUITA TERAPIA se é isso mesmo.",
120078,Aparencia,vou fazer esse vídeo dnv com o ml no cabelo e esfregar na cara dessa feiosa,
120079,Capacitismo,@josiasteofilo Eu não daria palanque pra esse debilóide no seu lugar. Eles vivem de restos.,
120080,Sexismo,@weirdvicinius baiano + esquizofrenico + bipolar + depressao + pobre,
120081,Sexismo,@Biakicis Prostituta da extrema direita quero ver como se sustentara na proxima legislatura.,
120082,Capacitismo,@rcampossss KFHEIWKWKEKE ANAO TERESA,
120083,Capacitismo,@ghitis Apenada de las estupideces que dice Miguel Uribe,
120084,Xenofobia,@chwenotch3_w Sabi ng mabagal mag reply HAHAHAHAHA eme,
120085,Homofobia,@maryzeike mona eu comprei o meu seminovo por 2800 e faz um mes q minha irma comprou no msm lugar do msm do meu por 2100 bixa eu fiquei num odio bixo q esse lixo foi tao caro e ta dando problema a bateria ja ta em 89(relaxo meu tb) acho q vou ter q trocar essa porra,
120086,Calunia,fui assistir kotaro e agr acho que se eu estiver fedorenta vão me odiar muito,
120087,Capacitismo,Crl… caderudomondrongo mostro coisa rara imagem do CÃO KKKKKKKKKKK https://t.co/dgWd7oZiZ1,
120088,Calunia,@AndreJanonesAdv Vamos ver as urnas que vc tb foi.... vc tem diploma? Xadao ta querendo o seu. Malandro. Kkmm,
120089,Sexismo,@pedroferriz3 @lopezobrador_ Pedro conocí a tu mamá en un congal de la colonia de los doctores ¿Cómo está ella? Se le extraña al igual que a Nina Ferriz la meretriz de moda.  Saludos cordiales,
120090,Xenofobia,A prova de que nem o Hamilton e nem a Mercedes viram isso é que eles n foram chorar no rádio ou depois do qualy,
120091,Calunia,SOBI TROUXE UMA BARATA FEDIDA NOJENTA PRA MINHA CAMA Q ODIO EU FICO QUANDO ELE FAZ ISSO https://t.co/Ny3Wb2OQYh,
120092,Calunia,falou o corno manso,
120093,Xenofobia,1/5 encomendas em terra tupiniquim TO NERVOSAA,
120094,Calunia,@el_analista2020 ¿Ejemplo? ¡Hasta qué punto puede llegar tu estupidez pobre fanático!,
120095,Calunia,Cor sim cornão https://t.co/5d72S3RJv3,
120096,Calunia,@greeONIX Vc tem um koo green?,
120097,Xenofobia,Eu falo que to apaixonada em 7 mas é mentira eu tô apaixonada é naquele branquelo filho da puta,
120098,Homofobia,serei a próxima https://t.co/3Tz8vO3bEt,
120099,Capacitismo,Só no Brasil mesmo para um esclerosado como esse querer subjugar as decisões empresarias do homem referência na inovação tecnológica. https://t.co/FPlQSdFV9V,
120100,Sexismo,Essa noite tem que ser maravilhosa pra eu esquecer que quero 🦞,
120101,Politica,@ElizanePrado @mcsbru @cristianterez @LulaOficial Kkkkkkk n sou comunista e n to nem ai pro perfil do trump 🤣🤣,
120102,Capacitismo,@rafiljjkk @pietropsycho100 Chamou de alienado na cara dura oloco,
120103,Aparencia,oooo perna feia,
120104,Capacitismo,@CandyPrimadonn4 vc deve ter visto seu pai eu n abro meu insta pra raquítico aidetico,
120105,Capacitismo,A cliente dele foi paga depois de um tempo até porque a mesma fez como todo cliente que se sentir lezado que é pegar provas e mostra-la as pessoas para mostrar sua inocência e proteger os outros desse tipo de atitude.,
120106,Sexismo,@scarlttzuigiber @qgdajanja Mocreia e puts deve ser sua mãe que te colocou no mundo seu lixo,
120107,Xenofobia,@baianolol1 RX TRIVAGO  EX-MAIN YORICK,
120108,Xenofobia,Al fin encontre algo que me gusta estudiar lpm. No soy ningun boludo. Abundancia de verdes.,
120109,Calunia,@ttwTeles Muito cornagem rsrs,
120110,Capacitismo,se faz de coitada p cima de mim não mongoloide,
120111,Sexismo,@rivloveatomb Siiim? A Gisele tentando de tudo pra agradar ela é sendo tratada pior que uma cachorra e pra piorar não tem nem uma cena dela se desculpando dizendo que foi muito cruel com a Gisele  Sofreu foi pouco,
120112,Sexismo,@luvadepedreiro Luva de boqueteiro ? https://t.co/oIF6chcHFv,
120113,Capacitismo,@sapaty__ se liga mongoloide,
120114,Assedio,nas minhas músicas eu sou toda boazuda aí no off sou toda lero lero q ódiooookkkkkkkk,
120115,Assedio,talarica safada raspa canela,
120116,Assedio,@iluvchaoz que foi testuda,
120117,Calunia,@FABERGANZA @CNNEE Su nivel empatia es la d un fanático cual ayatolah.  Después d 10 años d procesos dolorosos Dios nos bendijo con 2 hermosas hijas x ese proceso. Para mí una oportunidad q solo Dios pudo poner a nuestro alcance.  Pero el fanatismo ciega a mucha gente y escriben sin sapiencia.,
120118,Aparencia,a devon namorando o feioso da capa de norman fucking rockwell,
120119,Capacitismo,puto safado vagabundo estranho chato pobre desgraçado prostituto esquisito esquizofrênico cadeirante feio aleijado aloprado burro idiota cachorro presidiário fedido otaku filha da puta sem amigos mono teta professor peludo arrombado demonio chupa cu,
120120,Capacitismo,@OliveiraCampo17 @isadoranews @Kundera_sgt @psrelvas @SilvaRomuald Pode ser considerado idiotice política praticado por um idiota,
120121,Capacitismo,@CarlosMaslaton Claro investigaste sobre la LLC ? Los fondos del estado que recibe y como fue el casting por el que fue elegido. O solo lo defendes porque tenes afinidad con los chorros y corruptos?,
120122,Sexismo,@euthomazcosta Melhor do que ser trepadeira igual a taty,
120123,Sexismo,FILHA DA PUTA PIRANHA NOJENTA ESTOU ME CORROENDO MDS https://t.co/bGThmlIQry,
120124,Capacitismo,o inferno astral de virgem comendo meu cu sem cuspe nem uma escarradinha pra molhar a olhota do cu,
120125,Capacitismo,@glauberv @awensnetworks @GitiranaIgor @FelipePedri Vc é retardado ou tá se fazendo de besta. Mas enfim jumento é assim mesmo.,
120126,Xenofobia,Casa arruma e cheirosa ☺️✨😮‍💨,
120127,Capacitismo,@Ashelot142 Si te sirve un canceroso de 53 con aspecto de joumles famélico silba.,
120128,Calunia,A cara do meliante nem treme https://t.co/JmgKLrzUN9,
120129,Calunia,@euludmilIa você é chata feia despeitada banguela fedorenta insuportável mas eu te amo tá bestie,
120130,Xenofobia,@Doazinn Vc é xingling doa,
120131,Homofobia,@eeg0r Que veadão mais lindo MDS❤️,
120132,Capacitismo,@ttmultifandom @DeniseCRF @Tasuablee sim sua demente,
120133,Capacitismo,Amigo como puede existir gente tan estúpida,
120134,Sexismo,a pessoa que inventou o Enem era mal amada mal comida infeliz e rampeira,
120135,Sexismo,Tomaria facilmente +1 monster. 🤣,
120136,Homofobia,semhor eu falo umas coisas boiola que chega da vergonha vou parar de ser ass,
120137,Capacitismo,usted porcina inculto,
120138,Sexismo,Grandes bostas! KKKKKKKKK duas piranhas passivas patéticas https://t.co/UBp1mwOoL6,
120139,Sexismo,@Belmontnrr Eu tô tão cansada   … porra realmente,
120140,Capacitismo,@polzonoff Ah na poesia eu acho que sim com certeza. Veio o Bruno Tolentino (antes a Adélia Prado) e no arraste dele a geração extraordinária (de verdade) de hoje: Hugo Langone Érico Nogueira Igor Barbosa Emmanuel Santiago Lorena — enfim o pessoal da Mondrongo e da “contracorrente”.,
120141,Capacitismo,Todo mundo na festa de vestido e eu doída atrás de um pra mim usar dia 25 kkkkk sai perguntando todo mundo onde comprou pra ver se acho um pra mim kkkkkkkkkkkkk,
120142,Xenofobia,@baianolol1 JakezinhoHomem,
120143,Aparencia,@baegyes tô surtando pq uma feia tá falando de castelo animado,
120144,Aparencia,@pepitahb @Thblack0ut Eu tbm tenho agora feioza,
120145,Capacitismo,@ztemoruhtra @henriquegratsch tão falando mal de deficiente?,
120146,Homofobia,Minha gente eu vi Alessandra negrini no bar e porra a bicha é gata mesmo.,
120147,Etnia,@Ajuxxto @paradiseraves ainda bem que de noite estarei pulando igual macaca na pista 😍😭✊🏼,
120148,Xenofobia,@JovemPanNews Preparando para mandar  prender o Presidente Bolsobaro. Este lex luthor tupiniquim é o demônio em pessoa.,
120149,Homofobia,@_realjoao obrigado🥰,
120150,Calunia,Cornuda consciente,
120151,Sexismo,oq pode me incomodar mais? a cachorra latindo ou o computador ligando sozinho?,
120152,Capacitismo,rota destrozada triste devastada desconsolada llorona melancólica afligida apenada entristecida afectada lastimada angustiada funesta lamentable triste devastada desconsolada dolida decaída demacrada sola afligida apenada abatida,
120153,Xenofobia,@rafa_b4rbosa Branquelo de merda 🤮🤮🤮,
120154,Etnia,@Rconstantino @gugachacra Pô ! Continuas atacando as pessoas ao invés de rebater os argumentos ! Sempre que tu te sentes ameaçado apelas para denegrir a pessoa ! Quando vais aprender ?????,
120155,Sexismo,@LimaJaxs @DiegoBR142 @iara_morbiducci Tô amando essa atenção que tô recebendo 😏 Mas vamos lá no governo bozonaro estávamos criticando mesmo pq ele não só falava merda mas como também fazia Então temos um ponto em criticar certo? Mesmo criticandoaceitamos o resultado das eleições até pq o nome se auto explica,
120156,Capacitismo,EU SÓ QUERO SER FELIZ,
120157,Capacitismo,@NxcolasNyc @blxckoutz Ele ta falando do inicio da partidadebilmental.,
120158,Sexismo,esqueci de fazer o trabalho da arrombado da agmar,
120159,Capacitismo,Leprosa Leproso Lésbica Machona Machorra Manguaca Mangua¦a Masturba Meleca Merda Mija Mijada Mijado Mijo Mocrea Mocreia Moleca Moleque Mondronga Mondrongo Naba Nadega Nojeira Nojenta Nojento Nojo Olhota Otaria Ot-ria Otario Ot-rio Paca Paspalha Paspalhao Paspalho,
120160,Aparencia,Mulher gorda só é socialmente atraente se tiver formato de ampulheta pq se não for assim ela é considerada feia e nada tira isso da minha cabeça,
120161,Homofobia,daryl: comendo uma frutinha todo guloso batendo papo com a caryl  menino aleatório: obrigado senhor pelo veado de ontem deixa eu apertar sua mao  daryl: *para pensa lambe os dedidos finalmente aperta a mão do guri e sai andando como se nao fosse nada* https://t.co/S6EesYVh6T,
120162,Capacitismo,N vem curtindo meus stories nao pq vc ja me deu mta dor de cabeca filho,
120163,Etnia,Jornada Quirúrgica de Traumatologia Estado Barinas 🇨🇺🇻🇪🇨🇺🇻🇪. #CubaPorLaVida  @CubacooperaveB6  @cubacooperaven https://t.co/mYxiJvPFNi,
120164,Assedio,@_anacrly kkkkkkk brinks cuzuda,
120165,Capacitismo,já descobri so foda,
120166,Capacitismo,@rafa_silvafan Ves não  preciso desse perneta para nada 😂,
120167,Sexismo,@habccami Eu troco ideia com umas 4 seguidora em comum com vc oooooo mundo sapatão,
120168,Assedio,Dra rhaenys disse “é de conhecimento de todos que eu sou bocetuda,
120169,Xenofobia,@igoralf @baianolol1 safado dmais perde nada KKKK,
120170,Capacitismo,eu não perco a oportunidade de falar o quanto eu acho isso bizarro pra caralho kkkkkkkk maluco foi de artista fodastico pra artista mediocre https://t.co/VK1zelKbyb,
120171,Homofobia,@hees_155w bem baitola,
120172,Calunia,このサムネは… https://t.co/84PYhKsBlt,
120173,Homofobia,@letticomentx_ msm user daqui viada,
120174,Etnia,@felipegoldenb Concluindo 2… então só é relevante quem concorda com você e sua militância? Que interessante. Conte-me mais sobre a democracia que você defende. Que tenta denigrir o outro por algo que discorde de você. A única coisa ruim que o fallen fez foi me fazer conhecer você!,
120175,Capacitismo,@ihatefrango euu,
120176,Sexismo,@eeuyaya Vadia eu queria tanto um bolo fofinho,
120177,Xenofobia,Empieza el mundial: https://t.co/wPhdqNAOH8,
120178,Capacitismo,MENINO YANG MDS FINALMENTE CHAMARAM ELE ASSIM QUE ORGULHO https://t.co/vpky9vC15H,
