,Category,Text,Classification
175032,Sexismo,essa é a frase mais verdadeira que já li na minha vida sapatão https://t.co/AGChDeBFms,
175033,Etnia,@FabioElias17 @FredAugustoInfo Vá se informar cara o treinador é o técnico do Fortaleza e quer a continuidade lá! Torcida gosta de querer denigrir o clube a qualquer custo,
175034,Sexismo,@guiguikaslu magoou quem?,
175035,Religião,@MentiraUltima É essa aqui? Vou ler com certeza. Mas se vc acha q o Nunes é considerado herege por causa disso aqui tá enganado. Esse é o menor dos problemas. A ideologia subversiva dele é mto pior do q uma tese errada sobre Gênesis. https://t.co/P9dDs4oa4b,
175036,Capacitismo,@GloboNews O POVO BRASILEIRO NÃO É MAIS ALIENADO POLÍTICO!!! ATÉ QUANDO PASSARÃO VERGONHA? 🇧🇷🇧🇷,
175037,Homofobia,Que coisa bem de baitola isso,
175038,Capacitismo,Reagir com coração no posts romântico da sua namorada e marido dela comenta os bglh fofo e muito engraçado ou so eu acho isso kkkkk,
175039,Sexismo,preciso ver a última season vou chorar igual uma cadela? sim https://t.co/3JNeh4UG2e,
175040,Aparencia,@pratespamm Kkakkakakakkkakakkakaka q seca essas feiosa sem noção,
175041,Homofobia,nada contra quem e viado mas essas viada falando mal da seleçao e do neymar eu tenho tudo contra sim,
175042,Assedio,nojo tao grande dessa cad*la se acha a bocetuda e nao tem nem m*rda no cu pra cagar https://t.co/3SUZc3bAVS,
175043,Sexismo,@UOLEsporte Fazueli baitola https://t.co/xtalZTxUAu,
175044,Aparencia,Minha opinião sobre o Arthur. Dele já ter entrado com essa de querer formar casal acho que ele não entrou com isso pois os últimos casais foram bombardeados. Outra se for ver a Tais já chegou falando do feiozo mas ninguém remete ela a um interesse prévio. Juliette a mesma coisa,
175045,Sexismo,@merdalher_tm vai no cabelerero,
175046,Capacitismo,@guffanti_marco Onestamente più che filorussa a me sembra deficiente ma magari è una mia impressione 🤔,
175047,Capacitismo,@senadorhumberto ATENÇÃO VAMPIRO DESGRAÇADO!!!!  O POVO SABE QUE A CULPA DISSO TUDO É DO SEU BRINQUEDO NINESEX!!! Obpovo ja acordou seu debilóide!!!,
175048,Calunia,@ElPetisoArango @AmericadeCali Es que en el América hay mucho fanático que cree que sabe de fútbol.,
175049,Homofobia,que viadagem hein naju,
175050,Capacitismo,QUE ESTÚPIDA DIOS SE ME SALIO,
175051,Assedio,@giumaletta raspadinha  limpinha,
175052,Sexismo,que mlk arrombado,
175053,Etnia,Short preto fica bonito em todo mundo menos em mim  Sou muito desprovida de beleza msm,
175054,Sexismo,@srakekell que ex? kakaka muie nem conheço,
175055,Xenofobia,@s2luvkoo @choquei vc tá achando que é feira pra ver pastel de flango cantando?,
175056,Religião,@GenPauloChagas Eis aí o que há de pior da raça humana. Um herege de capa.,
175057,Capacitismo,to MT pensativa,
175058,Calunia,@damaceno_16 fedorenta,
175059,Capacitismo,@VivianTracchi me parece que han ido por más terokal sobre todo el muchachin 1/4 pollo con su disfraz de tuberculoso que se cree ser jaime bayli,
175060,Sexismo,@Mocreiaaaa mocrea na minha mesa sempre terá espaço para vc meu perfeito,
175061,Capacitismo,@Anderso88910136 @linsaquiles Tudo isso na sua cabeça. Um vagabundo que ficou preso e queria comer o cumpanheiro de cela pode um ladrão condenado aleijado marcado por Deus. Mas ainda bem que a natureza criou o câncer. 👍,
175062,Capacitismo,Cardoso tb ❤️ meus queridos https://t.co/4tvzY3CUO4,
175063,Capacitismo,Em se tratando de cumprimento das condições impostas em ANPP a competência para a sua execução é do Juízo que o homologou o qual poderá deprecar a fiscalização do cumprimento do ajuste e a prática de atos processuais para o atual domicílio do Apenado.  Decisão da 3ª Seção ⤵️ https://t.co/atQb1QzAf0,
175064,Religião,Kkkkkkkk pense duas vez antes de mexer em coisa de macumbeiro kkkk https://t.co/iNoDO7UOXE,
175065,Capacitismo,@g_quadri Tu crees que a alguien le interesa tu estupida opinión escoria? Jeje,
175066,Capacitismo,@KMSKenny67 Vc eh maluco?????,
175067,Capacitismo,@MarceloLins68 @jpkupfer123 Tão alienado...vai estudar que melhora,
175068,Homofobia,En mi trabajo estamos jugando el amigo secreto (toda la oficina) y cada viernes en una caja debemos dejarle un regalo pequeño a nuestro amigo. Este regalo puede ser una galleta un chocolate cosas así. Pues a mi me dejaron una bicha JAJAJAJAJA 😆 https://t.co/8sU85L9aIh,
175069,Capacitismo,@patrickkpjl O cara é sadboy e faz sinal de gang escolhe só um esteriótipo mlk para de ser débilmental vai lava uma louça fazer algo q preste,
175070,Xenofobia,En todas las jodas cada canción y cada chico que me chape estabas vos estaba tu estúpido nombre tu risa de boludo y tu cara de niño bueno cuando SOS re gato,
175071,Sexismo,@dimerstt Oi Laila. Gostei sim principalmente da parte da trepadeira.😊❤️  Essa sua grama aí na frente da casa nao seria melhor fz um muro rente à rua? Muro ou cerca...podia ser até uma cerca viva.  Eu acho perigoso casa assim aberta direto p rua. Aki em Curitiba nao dá p morar assim.,
175072,Assedio,@mmmimi__ que mujeron que sos mimi la puta madre,
175073,Capacitismo,@sonofdarknees_ ——Vi aquella flor y pensé en ti. Pero... Creo que debí de haberte dado otra cosa ¿No?  Preguntó con una leve sonrisa algo apenado soltando así un suave suspiro. Si su rostro era totalmente rojo.,
175074,Capacitismo,@PATUS2021 To co pokazuje...debil...ten drugi zreszta któremu pokazuje pewnie tez...dziennikarka w kosternacji...calkiem fajna zreszta,
175075,Capacitismo,@figueiredocp O brasileiro tem um capacidade colossal de se formar um idiota por meio desse conteúdo mastigado... tem gente que é até comunista.,
175076,Assedio,EH MUITO BOAZUDA ESSA MENINA QUE CANTOU DEMI NO THE VOICE,
175077,Capacitismo,@BrunnoMeloCBN Chama o Camarão para testar. Você nem sabe o que representa esse nome para as urnas. Seu mondrongo besta.,
175078,Sexismo,@oanavit fiquei do jeito que as sapatao gosta,
175079,Calunia,Parezco re cornuda con las frases pero una vez q entraste en esa de manifestar cosas buenas todo es bonito ✨️,
175080,Sexismo,Meu pai é meu herói matou a bicha e voltou a dormir como se nada tivesse acontecido  Agora como que eu com o coração na boca e paranóica vou encostar minha cabecinha ali em paz pensando que de onde saiu uma sai duas?   EU FAXINEI ESSA CASA INTEIRA ONTEM,
175081,Sexismo,@ajaxsbf Pau no cu dela venha virar main yae with me 💖💖💖,
175082,Capacitismo,—Aah perdón por pensar que eras gay   Se encogió de hombros mirándole apenada sinceramente lo estaba.   —Solo eres un poco raro https://t.co/sWN85X86Vx,
175083,Sexismo,se minha muie n gosta eu tb n gosto susu,
175084,Xenofobia,#Genshinlmpact #genshinimpactpfp #venti #RaidenShogun #Fischl #Thoma #childe #kokomi #xingling #Kaeya #keping #FYP genshin impact Christmas PFP! https://t.co/P8z9XHEMH5,
175085,Xenofobia,@pedroafonso_cag @rafaelpgn73 @baianolol1 @elwgomes continuem com gracinha que eu pego a mãe de vcs dnv,
175086,Calunia,Olivia Rodrigo na vice cornisse sempre vai ser meu álbum favorito,
175087,Calunia,@kjsvenus Cala boca ou fedorenta,
175088,Calunia,berre mais o nome das tuas comparsa filha da puta da tua laia de 'sal' de 'lhe' quando eu tiver cagando pra eu nunca esquecer  que estas filha da puta sao igual a merda sua porra psicopata marginal stalker  corna nazista fia da puta infeliz presa em casa sabado a noite,
175089,Capacitismo,@tferroooo aleijado provavelmente jogou mesmo muito pouco esta temporada,
175090,Capacitismo,muito doido saber q ja se passou 4 anos da última copa https://t.co/VpvbQQaxya,
175091,Sexismo,********* https://t.co/7iiBPU114B,
175092,Xenofobia,las pibitas de 14 son más vivas q vos mira que no se van a cuidar boludo!! https://t.co/vQQWYmVPoD,
175093,Capacitismo,Lucas tem meu @ na bio foto comigo feed e a menina não foi lá curtir foto antiga dele ? Kkkkkkkk depois eu que sou a doida,
175094,Sexismo,"o resultado do seu teste já saiu e deu positivo para hiv sinto muito  ""sinto muito""? Vadia diga-me em qual faculdade posso usar a nota",
175095,Calunia,lo hizo r cornudo pero ella ama a su gordo jkajaja,
175096,Homofobia,@mike_viadao VALEU DENGO,
175097,Aparencia,Véi ainda bem q saiu na moral a coisa ia ficar FEIOZA https://t.co/wKR80NeHyO,
175098,Aparencia,pelo amor de deus q homem mais feioso horrendo não ironicamente falando no sentido mais literal possível ele é FEIO https://t.co/ZXYt8xkbd8,
175099,Aparencia,esse trem de eu começar a tremer do nada é mto feio kkkkkkkkk q presepada,
175100,Aparencia,@elonmusk tem nem vergonha na cara feioso,
175101,Sexismo,@bebyebeeh Quem é esta muie,
175102,Capacitismo,@emegarsia @pabloduggan El otro sacó los subsidios a los discapacitados y ademàs pidió 45 mil millones para duplicar los planes. Digamos todo.,
175103,Calunia,@_Janoninho A ex-mulher do Valdemar da Costa Neto está dizendo que Bolsonaro é corno porque Micheque tem um caso com ele. 🤣🤣🤣,
175104,Politica,@claudioliverott @Massimilianoxy Peraltro lui e' Rothschild per parte di madre. Il padre era un generale nazista.,
175105,Capacitismo,@adrielletuitta O mais louco é que o Naldo no ano de 2013 tava sucesso total e ele foi a grande atração pra  cantar numa festa da fazenda 6. Depois disso o maluco sumiu.,
175106,Capacitismo,@77_frota Alguém avisa ao lezado aqui que o povo escolheu o ex você swbe  oooo imbecil,
175107,Etnia,@hang_fc BABIDII,
175108,Homofobia,o que vocês acham https://t.co/Ja4f5MlS9S,
175109,Capacitismo,"@greicyamaral1 @MauMeirelles @felipeneto O Nelipe Feto é um debiloide que não terminou seus estudos no ensino médio ele sabe menos da vida que um ""Asno"" de meia idade!",
175110,Homofobia,@t0ga4sh_ No,
175111,Sexismo,"@UOLNoticias Lula ainda nem assumiu a Presidência mas já fez mais q o que Vagabundo da República em 4 anos. ""Chega de frescura de mimimi vão ficar chorando até quando?"" https://t.co/nOSQ0UcW9Z",
175112,Capacitismo,@OGusTavito Lerdo 😂🤣😂,
175113,Capacitismo,@mic_karate .  Tal vez sean los golpes de tanto karate lo que te tienen escribiendo tanta estupidez  Grabatelo pero grabatelo bien dentro de esa limitada cabecita   Los mayores criminales en la historia de Chile ha sido la Derecha por más de 200 años han cometido los crímenes más atroces .,
175114,Capacitismo,@gcarina_ @choquei Só gente retardada quer que o Neymar se lesione é phoda que a pessoa n tem nem 15 anos e posta bosta na internet   #RUMOAOHEXA,
175115,Capacitismo,Ouro: Ver também:  interwiki links  ← Versão anterior Edição de 06h35min de 23 de maio de 2015 Linha 52... http://t.co/sQiKImJg9e,
175116,Sexismo,ir pro show do meu amor sabendo que aquela mocreia velha não vai ta lá,
175117,Xenofobia,https://t.co/EIXT3HXs6N https://t.co/1XP8qeeNV3,
175118,Etnia,@Wiiizin_ Amigo primeiro passo é pedir pra revezar máquina se ela não quiser cê já mete é tiro,
175119,Assedio,Fez muito bem em não render o assunto que é justamente o que uma pessoa assim quer. E pensando aqui que ela deve ter mandado pras amigas se tiver é claro se achando a bocetuda debochada https://t.co/99lU2C66sx,
175120,Sexismo,@lorennalawrence @idkafael você é sapatão???,
175121,Homofobia,viva a viadagem yeule!!!!,
175122,Capacitismo,@Rigaud_Faleta @GugaNoblat Jovem bebezinho sonhando que um ladrão corrupto condenado comece a trabalhar depois de velho canceroso.,
175123,Calunia,@LeoMaranhao22 @jeicebr Temos q ingnorar qualquer palavras q venham desses comunistas pq pra nós patriota oq importa e ver nosso país livre dessa raça de vagabundo ladrão q declara publicamente q vão voltar ao poder com o mesmo objetivo roubar matar e destruir mais o povo e q vai destruir essa quadrilha,
175124,Etnia,@Outlaws69265906 @otal_e Branco: quem não possui traços óbvios de miscigenação (essa menina possui). No Brasil brancura é vista de forma diferente de região para região. Na Bahia eles chamam de branco qualquer um que não seja negro. Em Santa Catarina para ser branco não pode apresentar miscigenação.,
175125,Capacitismo,@privindas22 Valla y se lava el culo con esa agua gran estúpida pensé que era más inteligente 🤦🏽‍♂️,
175126,Religião,@CanalGameOver18 Como eh que??? Cê eh contra LGTV??? Melhor marca pra tv!!!! Seu herege https://t.co/L0CsV80bmM,
175127,Assedio,MARAKujá: - bunduda linda - boa em matemática  (tá de rolo😿) https://t.co/Y2lkcDnifK,
175128,Sexismo,@uribelegado @Ivanduquefan 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 la meretriz de la corrupción https://t.co/wUTl7Oqqll,
175129,Xenofobia,@BrasilKobe Ter conquistado o mesmo espaço do CR7 apenas pela futebol diz muito sobre a grandeza do Messi. O ponto é esse - Estagiário,
175130,Capacitismo,ter a postura mais feminina do mundo com camisa de botão e agir igual um mondrongo de vestido pra equilibrar,
175131,Capacitismo,@lpbragancabr Débil mental quem quebrou a Venezuela foram os EUA; a Argentina Chile Equador etc foi neoliberalismo que vocês malditos sem entenderem de Economia defendem! Saia das redes sociais e vá ESTUDAR jumento Débil mental!,
175132,Capacitismo,Como si ese dinero fuera del gobierno. NO TE JODE! Es de nuestros impuestos anormal! https://t.co/QzCqhH4T1w,
175133,Etnia,@AffoJosmel @vie75192563 👌🏾✨,
175134,Capacitismo,@luisurriola07 Estas hablando del panameño parrandero desordenado e inculto no estas hablando de todos los panameños . No podemos pre juzgar a todo el mundo por igual .,
175135,Xenofobia,@LucasMatoi eu gostei branquelo,
175136,Calunia,@Amadoelquelolea Eres igual de fanático que él corrijo tu eres arrastrado él es fanático.,
175137,Assedio,saudade daquele beijo da safada,
175138,Sexismo,@dj_sadico @RompeKraneoz Kyc inchi traveco guila https://t.co/Krjm5elBsS,
175139,Sexismo,"minha mãe ""vamo conversar... sério""  gelei   ""tô muito triste que a Júlia vai embora""  essa muie ainda me mata com essas brincadeiras",
175140,Capacitismo,@Waltergabri3l @Cf27Magno @CRBoficial @ClubeDoRemo Sime é qndo o campeonato tá correndomas só vai participar de campeonatos ano q vêmse for apenado com um ou mais jogos eles podem recorrer p\ q a pena seja cumprida com medidas alternativasolha qntos casos já  ocorreram assimtêm um aq só Luquinhas q ele cumpriu pena assim.,
175141,Etnia,Lembrei aqui do dia em que ia sendo atropelada pelo Criolo (de bicicleta) na Paulista.,
175142,Sexismo,Olha se vc não me ama Então não me ligue Não me fique me fazendo queixa Que minha vida é sofreno Por causa de uma muié bandida E ja teve noite deu querer beber veneno  Sabe Muito             Manoel Gome 2022,
175143,Assedio,@Edwart_Henry ah então vc é a bocetuda,
175144,Calunia,"Bicho não tem nada que me deixa mais feliz que ver prints do site do TSE e ler ""não-eleito"" na foto do cornão kkkkkkkk",
175145,Capacitismo,@c3Iilz Vc me da block dnv ta doida,
175146,Aparencia,Parem de romantizar atrasos é horrível de feio a pessoa deixar a outra esperando e não ter responsabilidade com o que diz,
175147,Aparencia,nossa q menina chataaaaa!!!! sai do meu pé feiosa daqui a pouco dou um xingo nela,
175148,Capacitismo,@kroliveiraaa @gianaalthaus Ela é maneta Giana vai não AHHAAHAAH,
175149,Calunia,@VGGUKMlN obggg,
175150,Capacitismo,@JesusRCuevas @lopezobrador_ A qué P3nd3j0 estás para lo único que sirven es para dividir el país sembrar odio ver cómo impera la corrupción la impunidad y la barbarie política de tu amo @lopezobrador_  y cómo puro idiota analfabeta trabaja en la 4T y @Morena voltea a ver a la Vilchismosa y di que no! https://t.co/cq2cNmwhQX,
175151,Religião,@fplindao Foi top vc merecer macumbeiro 🥰,
175152,Capacitismo,@canalpeewee Essa série está abarrotada de cenas cafonas e diálogos burros pqp tinha tudo pra ser uma boa série mas parece que o roteirista ta lezado. Estou me esforçando muito pra conseguir terminar a última temporada.,
175153,Sexismo,@MichaelYKF @CokeHevia Pq esta obsecionado con quinteros y no lo quiere asumir jajajs ahora me dira.. TARADO jajajaja,
175154,Assedio,@toriporraaa medo mas vai dar like esse rabao ai,
175155,Calunia,@plaggomelhor aquele treco fedido? pelo amor de Deus!!!,
175156,Capacitismo,Mi viejo me trae gelatina con frutas todo saludable ❤❤❤,
175157,Capacitismo,“Ana was a tornado. A jagged hundred-sided peg in a community where everyone was supposed to fit into round holes.,
175158,Etnia,@kamisamaexp Colocam umas roupas neles tão tosca,
175159,Calunia,Parece q fue un marginal https://t.co/eiyz3funbq,
175160,Capacitismo,@GustavoBolivar Bruto estúpido  el aumento del IVA de 19%lo subió su camarada santos,
175161,Homofobia,Eu vou interpretar um veado e me falaram q eu tenho risada de hiena melhor dia gurizes,
175162,Capacitismo,74738392 exposed dessa puta e as mongolóide continuam hitando qualquer porcaria q ela posta. quando a conta dessa kdela do cio cair eu vou ser a pessoa mais feliz desse twt.. de qualquer forma estarei no aguardo pra esse dia chegar https://t.co/9OhibWPk6G,
175163,Homofobia,Começou a viadagem,
175164,Calunia,@JGcPj_ Melhoras aí cornao,
175165,Assedio,@anticaIorias bixa testuda que isso,
175166,Capacitismo,Le mandé las medidas exactas de las remeras oficiales de la selección p/ pibes a madre de ahijado que cumple 10 años el domingo y me dio ok a una solo le entraría a un niño irlandés tuberculoso de seis años que vivió en la gran hambruna de la papa del siglo XIX.  Yo el domingo. https://t.co/saJestCqoF,
175167,Sexismo,@Oneres5 @VidaAnimada4 @luisasonza Sim sua vadia leprosa,
175168,Xenofobia,Tô aq morrendo de rir com esse baiano bêbado 😂😂😂,
175169,Xenofobia,@daniellemos7 amg com 22 ainda é mto novo eu acho difícil ser adulto igual ela acha q é com 22 😭,
175170,Capacitismo,@PerejilZurdin @gabrielboric No hay término más estupido y anticuado que FACHO. Abúrrete!,
175171,Aparencia,pessoas que visitaram meu perfil e grupos que sigo no Twitter https://t.co/lO9wzi0qjG,
175172,Assedio,Vai chupadeira kkk https://t.co/1BcZNOkfk2,
175173,Capacitismo,@Rafa_Hernando @carmencalvo_ @Jccampm @IreneMontero @sanchezcastejon Tan lerdo como siempre.... https://t.co/w0F4JOyrQ3,
175174,Sexismo,@OPauloKogos So baitola sonega imposto tu é baitola jogos?,
175175,Calunia,https://t.co/keU5Udn4sZ,
175176,Xenofobia,@lady_bugg11 belajar mana perlembagaan ni? Westminster tu UK punya hal la nak babit Malaysia pasal apa,
175177,Xenofobia,@HadokenExx eles levaram a sério demais...,
175178,Capacitismo,@RichardDees Yo estoy bastante apenado por Alejo. Se lo estuvo currando desde el minuto uno y el pobre casi se va sin amarilla y encima no le han entrevistado.,
175179,Sexismo,nossa bixo nunca mais,
175180,Sexismo,@ReginaldoRemo @DiegoBR142 @iara_morbiducci Aconselho assistir o novo filme do pantera negra tá magnífico mano,
175181,Xenofobia,@lucyborn23 @beta__rs Eu nunca estive com ele cegamente apenas conferi meu voto.  Não acredito em meios democráticos faz tempo senhora.  Não vanglorio nem idolatro políticos.  Não participei de passeatas carnaval  Mas tô aqui lutando pelo meu povo.   Mas nem por isso eu promovo quebradeira e crimes.,
175182,Capacitismo,de la cabellera rubia de su amado apenado llamó su atención.  〝 Uhm . . . Liv ¿me ayudas en la cocina? 〞              ──  @inaflashdrive,
175183,Capacitismo,@Marcelodedois Kkkk tá drogado neh? Kkkkk Olha aqui seu noia! https://t.co/IFNw20UPE8,
175184,Calunia,@CamilaV48234750 @choquei Amada eu não curto meu subaco cabeludo não mas é aquilo cada um com seu corpo. Em mim dá muito fedor mesmo com o melhor desodorante.,
175185,Sexismo,@arthurmoledoval @BolsonaroSP Se manca tarado de refugiada,
175186,Aparencia,feio eu só deixei meu celular carregando e quando peguei ele tava todo de fita e com desenho da Apple,
175187,Capacitismo,EXCLUSIVO: Reportagem mostra a vida na Colônia Penal de Sousa e fala com apenado que faz curso superior https://t.co/EoS08r5KiI via @diariodosertao,
175188,Homofobia,@choquei aí vc lembra q tem fear twd,
175189,Sexismo,falei pra minha mãe que a feijoada dela é a minha preferida dentre tds q já comi inclusive a da minha vó  a muie abriu um sorriso de orelha a orelha,
175190,Xenofobia,O rival do Paysandu jogava o campeonato Argentino ou Paraguaio? https://t.co/Ia7QK98NPw,
175191,Sexismo,@devoildkiss shh vagabunda prostituta sem pai,
175192,Sexismo,@Tecito_matcha @vale23 @jgalemparte @gabrielboric La tuya meretriz.!.,
175193,Politica,@cruzeirana pare de tentar me censurar fascista 💣💣💣💣,
175194,Aparencia,@djjoaodas5bocas feiozo com Z,
175195,Xenofobia,@Damadeferroofic Aff ...eles querem controlar tudooo,
175196,Sexismo,@bruovectoer Vc é um tarado sem solução.,
175197,Politica,@IvetteGodinez1 @Clionautica De corrupta y ratera,
175198,Xenofobia,El misil que cayó en la frontera polaca ridiculiza a los sicarios de la OTAN https://t.co/8fK1X0fzGl a través de @diario_octubre,
175199,Capacitismo,@The_maxtermind @Evee_RD @butterrflywings @MicaSuarez12 Y estupido por lo visto con eso no se nace uno se da cuenta a medida de que va creciendo!,
175200,Etnia,E o doc da Selena Gomes q me virou do avesso?! 👀 Muito bom.,
175201,Calunia,Nos chupa un huevo que al cornudo de Merliot no le agrade el posible fichaje de @MelvinCartage23 por el ave de las tempestades.,
175202,Etnia,@Razer @StarforgePCs @IntelGaming @Sia_555,
175203,Xenofobia,@Crvg_G7 idt kaksksksksks,
175204,Xenofobia,@Encu5Futbol Gago a Olimpo fecha 1 campeonato argentino 2015,
175205,Sexismo,Sou CADELONA de os anéis do poder,
175206,Sexismo,@Baleia_Rossi Ele marcará um belo gol se renunciar,
175207,Xenofobia,queria meu branquelo aqui,
175208,Capacitismo,@GuilhermeBoulos Voce é debilmental ou mal intencionado.  Fixa a duvida,
175209,Etnia,my sneaky link always leaving marksss on my neck and filling me up. damn stink younn wanna be sneaky nomo? 😩😩,
175210,Assedio,@ianM03z Caralho tu é muito bocetuda.,
175211,Capacitismo,Estos manes no le copiaban a @ReinaldoRuedaDT así de sencillo. Imposible que si el camerino estaba taaaan roto todo este tiempo mágicamente empezaron a jugar bien y asociarse.. como siempre el calvo imbecil de @velezfutbol liderando la propaganda de “datos” y pura mala vibra.,
175212,Capacitismo,Mijo Mocrea Mocreia Moleca Moleque Mondronga Mondrongo Naba Nadega Nojeira Nojenta Nojento Nojo Olhota Otaria Ot-ria Otario Ot-rio Paca Paspalha Paspalhao Paspalho Pau,
175213,Aparencia,@1102945x feiozo 😁🐒,
175214,Capacitismo,@_GuiQueiroz19 Torcedor do palmeiras é tudo debilmental kkkkk,
175215,Assedio,@yourkillerkitty é sim e é a mais bunduda de todos os tempos.,
175216,Calunia,@thiagozebende @HumbertoBorba @felipeneto Não foi chatofoi um passado em que ainda não tinha acontecido toda a ladroeira que aconteceu...,
175217,Calunia,@fefijure Pensaste perfecto. Y fanático de ti siempre 😍,
175218,Xenofobia,baianada do caralho fuderam o brasil inteiro nao venham reclamar de fome depois se fodam sozinhos igual voces foderam o brasil  #Nordeste,
175219,Etnia,@glodenroses___ jamal,
175220,Calunia,@anajlinda123 KKKKKKKKKKKKKKsfd fedida seu rabo,
175221,Religião,"@_gvto Pq a igreja católica sem duvida era muito serva de cristo. Me lembro de quando Jesus falou ""Tem que matar esses herege filho da puta mesmo"" https://t.co/3F3RjeKVZv",
175222,Capacitismo,seu perfil foi visto por 6 pessoas nas últimas 2 horas https://t.co/LScwhMIEJG,
175223,Sexismo,Jajaja el tarado le estará buscando vueltas jajajjaja https://t.co/Z8iqSg4H2I,
175224,Assedio,eu https://t.co/OwdSyA8vFf,
175225,Calunia,Muy fanático de las tallas de maestro viejo https://t.co/Xq5Izo9N1E,
175226,Xenofobia,#adamkutnerpowerplay #KNIGHTS,
175227,Homofobia,@anac_ol awn😍😍😍😍😍 amo mto mas eu tava arregassado😂😂😂,
175228,Homofobia,@dailyfefe @mhokjs VEADA,
175229,Sexismo,bicha amanha tem enem e eu aqui moscando vendo meus tiktok arquivado,
175230,Capacitismo,@UOLNoticias Esse velho já tá esclerosado isso sim,
175231,Sexismo,@Maii_2_2 vou na tua casa te agredir cadela,
175232,Calunia,@FelipePedri Número de quê?! Gente essa raça criadora de narrativa só serve pra alimentar 20% do eleitorado fanático e sem cérebro do Bolsonaro. (Sendo que dentro desses 20% eu diria que tem 10% que é mau caráter mesmo e sabe q é mentira. Tipo você),
175233,Aparencia,achei essa camisa do Abel feiosa perdão família,
175234,Capacitismo,@Gabriel03746887 @delaurentiis_br @ArnaldoJRibeiro Time assassino  Valeu aidetica de merda,
175235,Sexismo,tentaram me derrubar mas esqueceram que boqueteiro trabalha de joelho,
